Source,Target,UF_UF,UF_UM,UF_TF,UF_TM,UM_UF,UM_UM,UM_TF,UM_TM,TF_UF,TF_UM,TF_TF,TF_TM,TM_UF,TM_UM,TM_TF,TM_TM,total_te
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0.0,0.015351933859968891,0.0,0.004264743138817151,0.0,0.013439656859575828,0.0,0.003380474638551403,0.0,0.013439656859575828,0.0,0.003380474638551403,0.0,0.013439656859575828,0.0,0.003380474638551403,0.07007707149316773
0,3,0.005183635731039644,0.0,0.0,0.0,0.039568095118541854,0.0,0.0,0.0,0.039568095118541854,0.0,0.0,0.0,0.039568095118541854,0.0,0.0,0.0,0.1238879210866652
0,4,0.0,0.0,0.0020760114284179903,0.03693550986203563,0.0,0.0,0.0016459743080807275,0.010810459969686409,0.0,0.0,0.0016459743080807275,0.010810459969686409,0.0,0.0,0.0016459743080807275,0.010810459969686409,0.07638082412375502
0,5,0.0,0.025560367453399298,0.0,0.0020760114284179903,0.0,0.07209439142219114,0.0,0.0016459743080807275,0.0,0.07209439142219114,0.0,0.0016459743080807275,0.0,0.07209439142219114,0.0,0.0016459743080807275,0.24885747607263287
0,6,0.004264743138817151,0.024696573951962765,0.0020760114284179903,0.022351786953867765,0.003380474638551403,0.0194916156729796,0.0016459743080807275,0.017664514192451613,0.003380474638551403,0.0194916156729796,0.0016459743080807275,0.017664514192451613,0.003380474638551403,0.0194916156729796,0.0016459743080807275,0.017664514192451613,0.17993685190925565
0,7,0.0,0.0,0.0,0.005423552737526863,0.0,0.0,0.0,0.010893621278883447,0.0,0.0,0.0,0.010893621278883447,0.0,0.0,0.0,0.010893621278883447,0.03810441657417721
0,8,0.006700372276580103,0.0068294940564835845,0.0020760114284179903,0.011318648713349172,0.0053087063516336925,0.005409976421060376,0.0016459743080807275,0.002284474183180406,0.0053087063516336925,0.005409976421060376,0.0016459743080807275,0.002284474183180406,0.0053087063516336925,0.005409976421060376,0.0016459743080807275,0.002284474183180406,0.07087192026669645
0,9,0.0,0.0,0.0,0.009021006669170826,0.0,0.0,0.0,0.007146639103874802,0.0,0.0,0.0,0.007146639103874802,0.0,0.0,0.0,0.007146639103874802,0.03046092398079523
0,10,0.0,0.0,0.0,0.00649660521230178,0.0,0.0,0.0,0.0029861825030269656,0.0,0.0,0.0,0.0029861825030269656,0.0,0.0,0.0,0.0029861825030269656,0.015455152721382677
0,11,0.0,0.0,0.0,0.0007406211150099839,0.0,0.0,0.0,0.01726021744691736,0.0,0.0,0.0,0.01726021744691736,0.0,0.0,0.0,0.01726021744691736,0.05252127345576206
0,12,0.03359132491996578,0.06317412894193411,0.00211313393396242,0.0582613027308269,0.0264777186300517,0.049429855035373546,0.0016751322609914266,0.04567209537770613,0.0264777186300517,0.049429855035373546,0.0016751322609914266,0.04567209537770613,0.0264777186300517,0.049429855035373546,0.0016751322609914266,0.04567209537770613,0.5269042944390576
0,13,0.0,0.009021006669170826,0.0,0.0,0.0,0.007146639103874802,0.0,0.0,0.0,0.007146639103874802,0.0,0.0,0.0,0.007146639103874802,0.0,0.0,0.03046092398079523
0,14,0.0,0.0,0.0,0.008583083637120402,0.0,0.0,0.0,0.00298570018964432,0.0,0.0,0.0,0.00298570018964432,0.0,0.0,0.0,0.00298570018964432,0.017540184206053362
0,15,0.0,0.0,0.0,0.006511243384049665,0.0,0.0,0.0,0.0018976151703145139,0.0,0.0,0.0,0.0018976151703145139,0.0,0.0,0.0,0.0018976151703145139,0.012204088894993208
0,16,0.0,0.0,0.0,0.009021006669170826,0.0,0.0,0.0,0.007146639103874802,0.0,0.0,0.0,0.007146639103874802,0.0,0.0,0.0,0.007146639103874802,0.03046092398079523
0,17,0.0,0.0,0.0,0.0003041452607026832,0.0,0.0,0.0,0.019000152681474623,0.0,0.0,0.0,0.019000152681474623,0.0,0.0,0.0,0.019000152681474623,0.057304603305126545
0,18,0.0,0.0,0.004424437851367813,0.0016123765776940384,0.0,0.0,0.0035058182332904737,0.01526732427800255,0.0,0.0,0.0035058182332904737,0.01526732427800255,0.0,0.0,0.0035058182332904737,0.01526732427800255,0.06235624196294092
0,19,0.0,0.0,0.0,0.011056303443412156,0.0,0.0,0.0,0.003315505643504765,0.0,0.0,0.0,0.003315505643504765,0.0,0.0,0.0,0.003315505643504765,0.02100282037392645
0,20,0.0,0.039869164156241754,0.0,0.0,0.0,0.031386433843985706,0.0,0.0,0.0,0.031386433843985706,0.0,0.0,0.0,0.031386433843985706,0.0,0.0,0.13402846568819887
0,21,0.0,0.0,0.0,0.0005283601684948975,0.0,0.0,0.0,0.02725352121333171,0.0,0.0,0.0,0.02725352121333171,0.0,0.0,0.0,0.02725352121333171,0.08228892380849002
0,22,0.0,0.0,0.0,0.022895039016469096,0.0,0.0,0.0,0.01808827985251094,0.0,0.0,0.0,0.01808827985251094,0.0,0.0,0.0,0.01808827985251094,0.0771598785740019
0,23,0.030140487604424317,0.012087731370130705,0.004264743138817151,0.041145399361128245,0.02379545880682895,0.00956922297182339,0.003380474638551403,0.03237343654491434,0.02379545880682895,0.00956922297182339,0.003380474638551403,0.03237343654491434,0.02379545880682895,0.00956922297182339,0.003380474638551403,0.03237343654491434,0.2949941403608547
0,24,0.0,0.0,0.0,0.014661101192734647,0.0,0.0,0.0,0.011605029729781132,0.0,0.0,0.0,0.011605029729781132,0.0,0.0,0.0,0.011605029729781132,0.049476190382078046
0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,26,0.0,0.0,0.0,0.033625079380506726,0.0,0.0,0.0,0.026540844667795098,0.0,0.0,0.0,0.026540844667795098,0.0,0.0,0.0,0.026540844667795098,0.11324761338389203
0,27,0.0,0.0,0.0,0.0027278123825680164,0.0,0.0,0.0,0.0340933600509319,0.0,0.0,0.0,0.0340933600509319,0.0,0.0,0.0,0.0340933600509319,0.10500789253536372
0,28,0.0,0.0020760114284179903,0.029629960746619815,0.025093106785571334,0.0,0.0016459743080807275,0.003380474638551403,0.0003346923693383744,0.0,0.0016459743080807275,0.003380474638551403,0.0003346923693383744,0.0,0.0016459743080807275,0.003380474638551403,0.0003346923693383744,0.07288250290852065
0,29,0.0,0.004264743138817151,0.007719439903419895,0.002393521348156039,0.0,0.003380474638551403,0.009196620986749528,0.033425297413913015,0.0,0.003380474638551403,0.009196620986749528,0.033425297413913015,0.0,0.003380474638551403,0.009196620986749528,0.033425297413913015,0.15238488350803492
0,30,0.0,0.0,0.0,0.03359132491996578,0.0,0.0,0.0,0.0264777186300517,0.0,0.0,0.0,0.0264777186300517,0.0,0.0,0.0,0.0264777186300517,0.11302448081012088
0,31,0.0,0.0,0.0,0.009021006669170826,0.0,0.0,0.0,0.007146639103874802,0.0,0.0,0.0,0.007146639103874802,0.0,0.0,0.0,0.007146639103874802,0.03046092398079523
0,32,0.034525083023981835,0.024507740767920373,0.0,0.045708284821623764,0.027240954931704392,0.06977622310113973,0.0,0.035950589233870185,0.027240954931704392,0.06977622310113973,0.0,0.035950589233870185,0.027240954931704392,0.06977622310113973,0.0,0.035950589233870185,0.5036444104136689
0,33,0.0,0.0,0.0,0.014529722872620183,0.0,0.0,0.0,0.0011279872442619009,0.0,0.0,0.0,0.0011279872442619009,0.0,0.0,0.0,0.0011279872442619009,0.01791368460540588
0,34,0.0,0.0,0.0,0.0039585194415307145,0.0,0.0,0.0,0.03714333399100826,0.0,0.0,0.0,0.03714333399100826,0.0,0.0,0.0,0.03714333399100826,0.11538852141455551
0,35,0.006576047056222688,0.02346548096762094,0.0,0.012604017087652679,0.005211160610850434,0.018532961214834134,0.0,0.00997333986987789,0.005211160610850434,0.018532961214834134,0.0,0.00997333986987789,0.005211160610850434,0.018532961214834134,0.0,0.00997333986987789,0.14379793019818368
0,36,0.0,0.0043431218175421955,0.0,0.0043431218175421955,0.0,0.0034420050603744695,0.0,0.0034420050603744695,0.0,0.0034420050603744695,0.0,0.0034420050603744695,0.0,0.0034420050603744695,0.0,0.0034420050603744695,0.029338273997331212
0,37,0.0,0.0,0.0,0.02389055125443688,0.0,0.0,0.0,0.006114099458290447,0.0,0.0,0.0,0.006114099458290447,0.0,0.0,0.0,0.006114099458290447,0.04223284962930822
